match_id,competition,season,date,home_team,away_team,home_goals,away_goals,matchday,stage,home_shots,away_shots,home_shots_on_target,away_shots_on_target,home_corners,away_corners,home_yellow_cards,away_yellow_cards,home_red_cards,away_red_cards,home_fouls,away_fouls,home_possession,away_possession,home_xg,away_xg,first_half_home_goals,first_half_away_goals,minute_first_goal,home_goals_0_15,away_goals_0_15,home_goals_75_90,away_goals_75_90
47521f14979d,brasileirao,2023,2023-04-15,SE Palmeiras,Cuiabá EC,2,1,1,REGULAR_SEASON,14,7,4,3,6,6,1,3,0,0,15,11,53.3,46.7,1.89,1.02,2,1,12,1,0,0,0
6690ef1f74b7,brasileirao,2023,2023-04-15,América FC,Fluminense FC,0,3,1,REGULAR_SEASON,13,13,4,5,6,3,4,3,1,0,14,12,52.2,47.8,0.64,3.03,0,3,84,0,3,0,0
ada35a7b81ce,brasileirao,2023,2023-04-15,Fortaleza EC,SC Internacional,1,1,1,REGULAR_SEASON,13,12,5,4,5,7,0,1,0,0,11,8,54.8,45.2,0.63,0.74,0,1,21,0,0,0,0
9ff7263cb2ee,brasileirao,2023,2023-04-15,CA Paranaense,Goiás EC,2,0,1,REGULAR_SEASON,15,10,5,5,7,3,1,2,0,0,10,11,54.8,45.2,1.26,0.1,2,0,13,0,0,0,0
bf99f86f3db8,brasileirao,2023,2023-04-15,RB Bragantino,EC Bahia,2,1,1,REGULAR_SEASON,9,7,4,3,8,5,4,2,0,0,12,12,46.6,53.4,2.78,1.62,1,1,49,0,0,1,0
f0c56d2f6e5b,brasileirao,2023,2023-04-15,Botafogo FR,São Paulo FC,2,1,1,REGULAR_SEASON,14,15,7,5,6,5,3,2,0,0,11,15,39.9,60.1,2.18,1.12,1,0,85,0,0,1,1
d3adcd051c51,brasileirao,2023,2023-04-16,CA Mineiro,CR Vasco da Gama,1,2,1,REGULAR_SEASON,9,6,4,2,7,2,4,1,0,0,10,13,43.5,56.5,0.97,1.49,1,2,21,0,1,0,0
f6483bb5317a,brasileirao,2023,2023-04-16,SC Corinthians Paulista,Cruzeiro EC,2,1,1,REGULAR_SEASON,9,11,4,5,8,4,1,1,0,0,8,9,46.9,53.1,2.42,1.0,1,1,69,0,0,1,0
11eb8bc9cda6,brasileirao,2023,2023-04-16,CR Flamengo,Coritiba FBC,3,0,1,REGULAR_SEASON,14,9,5,4,1,2,3,3,0,0,10,11,55.5,44.5,3.5,0.57,1,0,42,0,0,0,0
88f877ff2d9d,brasileirao,2023,2023-04-16,Grêmio FBPA,Santos FC,1,0,1,REGULAR_SEASON,16,9,5,2,4,7,0,0,0,0,9,10,58.2,41.8,0.13,0.22,1,0,28,1,0,0,0
73e09f6475ab,brasileirao,2023,2023-04-22,Fluminense FC,CA Paranaense,2,0,2,REGULAR_SEASON,10,8,3,3,6,3,1,2,0,0,14,13,59.9,40.1,1.91,0.23,1,0,19,0,0,0,0
45c51a9532b5,brasileirao,2023,2023-04-22,Cuiabá EC,RB Bragantino,1,1,2,REGULAR_SEASON,8,10,3,4,2,7,1,1,0,0,13,9,44.4,55.6,0.64,1.8,1,0,47,0,0,0,0
265c7819656e,brasileirao,2023,2023-04-22,São Paulo FC,América FC,3,0,2,REGULAR_SEASON,15,11,4,3,8,6,0,2,0,0,7,14,43.3,56.7,2.84,0.27,1,0,88,0,0,0,0
d9359edd001e,brasileirao,2023,2023-04-23,Goiás EC,SC Corinthians Paulista,3,1,2,REGULAR_SEASON,12,6,5,3,5,4,0,2,0,0,13,11,43.7,56.3,3.16,1.38,2,1,17,1,1,0,0
4c6241068e21,brasileirao,2023,2023-04-23,Coritiba FBC,Fortaleza EC,0,3,2,REGULAR_SEASON,10,13,3,3,1,3,1,5,0,0,9,16,50.9,49.1,0.35,2.58,0,1,40,0,1,0,1
d28bf599bd22,brasileirao,2023,2023-04-23,CR Vasco da Gama,SE Palmeiras,2,2,2,REGULAR_SEASON,12,11,4,5,6,6,3,1,0,0,9,11,61.3,38.7,2.2,2.51,1,1,21,0,1,0,1
3fdabd798fc9,brasileirao,2023,2023-04-23,SC Internacional,CR Flamengo,2,1,2,REGULAR_SEASON,18,12,8,5,5,5,4,0,0,0,16,13,58.7,41.3,2.52,0.91,1,1,15,1,1,1,0
be3ca7da0ce6,brasileirao,2023,2023-04-23,Cruzeiro EC,Grêmio FBPA,1,0,2,REGULAR_SEASON,9,8,3,3,10,5,0,1,0,0,7,11,48.1,51.9,0.61,0.1,1,0,71,1,0,0,0
4ce814626a92,brasileirao,2023,2023-04-23,Santos FC,CA Mineiro,0,0,2,REGULAR_SEASON,14,13,4,3,5,5,3,3,0,0,18,11,45.0,55.0,0.1,1.1,0,0,0,0,0,0,0
0df03d97fcbd,brasileirao,2023,2023-04-24,EC Bahia,Botafogo FR,1,2,2,REGULAR_SEASON,16,10,5,5,7,2,1,2,0,0,9,7,41.1,58.9,0.16,1.54,0,1,70,0,0,0,0
